country,site,log,lat,MAT,MAP,duration,clay,Ph,SOC,crop_rotation,treatment,N_rate,ch4,sd_t
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,33.825,17.325
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,CF,150,74.55,22.875
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,38.775,7.05
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,38.1,13.725
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,CF,150,66.675,21.15
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,89.775,20.775
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,85.8,16.05
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,CF,150,115.5,11.55
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,85.125,16.575
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,97.65,10.95
India,Thanjavur District,79.5,11,18.2,1292,S,25.3,7.5,19.6,DR,IF,150,123.375,19.275
Myanmar,Kanyutkwin,96.73,18.81,24.8,1870,S,40.7,6.4,2,RU,CF,50,213.75,
Myanmar,Kanyutkwin,96.73,18.81,24.8,1870,S,39,5.7,2,RU,CF,50,221.25,
China,Yongzhou,111.87,26.75,18.3,1325,L,,6.5,11.65893271,DR,CF,153,563.9775,85.9125
China,Yongzhou,111.87,26.75,18.3,1325,L,,6.5,11.65893271,DR,CF,153,599.175,19.935
China,Yongzhou,111.87,26.75,18.3,1325,L,,6.5,11.65893271,DR,CF,153,372.315,5.4075
China,Yongzhou,111.87,26.75,18.3,1325,L,,6.5,11.65893271,DR,CF,153,555.3,57.8475
China,Yongzhou,111.87,26.75,18.3,1325,L,,6.5,11.65893271,DR,CF,153,396.6,46.125
USA,Stuttgart in Arkansas County,-91.4,34.47,16.7,1240,S,21,5.8,11.60092807,RU,CF,168,220,
USA,,-90.08,35.67,16.3,1280,S,51,7,15,RU,CF,165,13.6,
USA,,-90.08,35.67,16.3,1280,S,51,7,15,RU,CF,165,17.3,
USA,,-91.42,34.45,16.6,1260,S,19,6,7.2,RU,CF,168,126.1,
USA,,-91.42,34.45,16.6,1260,S,19,6,7.2,RU,CF,168,149.7,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,70,382.5,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,110,55.5,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,110,90,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,110,127.5,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,110,382.5,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,165,55.5,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,165,90,
Philippines,Los Baños,121.26,14.17,27.4,2115,S,62,6.6,18,DR,CF,165,127.5,
USA,,-95.435,29.298,20.3,1320,S,,,,RU,CF,228,85.425,1.6725
USA,,-95.435,29.298,20.3,1320,S,,,,RU,CF,228,87.525,0.69
USA,,-95.435,29.298,20.3,1320,S,,,,RU,CF,228,98.7,0.915
USA,,-95.435,29.298,20.3,1320,S,,,,RU,CF,228,97.95,1.2675
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,171.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,192,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,44.25,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,19.5,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,105.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,57.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,51.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,86.25,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,56.25,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,78.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,42,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,65.25,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,39.75,
Indonesia,,111.2,-6.78,26,1900,S,12,4.7,4.8,DR,CF,120,124.5,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,127.5,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,78,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,27.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,33.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,135.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,122.25,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,66,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,76.5,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,75.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,96,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,102.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,106.5,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,39,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,60.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,72.75,
Indonesia,,111.2,-6.78,26,1900,M,12,4.7,4.8,DR,CF,120,87,
China,Huanggang,115.5,29.92,16.8,1361,S,,6.58,18.34,RU,CF,150,154.05,1.875
China,Huanggang,115.5,29.92,16.8,1361,S,,6.58,18.34,RU,CF,150,197.55,12.9
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,CF,120,52.425,
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,IF,120,31.65,
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,IF,120,39.6,
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,CF,90,246.675,
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,IF,90,262.575,
Philippines,Nueva Ecija,120.88,15.67,27.6,1941,S,46.2,7,14,DR,IF,90,280.5,
South korea,Noeundong,127.33,36.37,13,1366,S,21,5.5,11.6,SR,CF,90,288.75,123
South korea,Jukdong,127.33,36.37,13,1366,S,16,5.4,8.5,SR,CF,90,288.75,123
South korea,Wanju,127.04,35.83,12.9,1289,S,22,7.7,8.03,SR,CF,90,288.75,123
South korea,Gimje,127.33,36.37,13.6,1223,S,33,7,19.1,SR,CF,90,288.75,123
South korea,Jinju,128.16,35.23,13.4,1533,S,29,6.5,14.2,SR,CF,90,288.75,123
South korea,Sacheon,128.2,35.19,13.2,1528,S,21,6.6,17.1,SR,CF,90,288.75,123
South korea,Noeundong,127.33,36.37,13,1366,S,21,5.5,11.6,SR,CF,90,278.25,63
South korea,Jukdong,127.33,36.37,13,1366,S,16,5.4,8.5,SR,CF,90,278.25,63
South korea,Wanju,127.04,35.83,12.9,1289,S,22,7.7,8.03,SR,CF,90,278.25,63
South korea,Gimje,127.33,36.37,13.6,1223,S,33,7,19.1,SR,CF,90,278.25,63
South korea,Jinju,128.16,35.23,13.4,1533,S,29,6.5,14.2,SR,CF,90,278.25,63
South korea,Sacheon,128.2,35.19,13.2,1528,S,21,6.6,17.1,SR,CF,90,278.25,63
Thailand,Chombueng,99.51,13.59,27,1200,S,12,6.12,3.9,DR,CF,90,198.75,30.75
Thailand,Chombueng,99.51,13.59,27,1200,S,12,6.12,3.9,DR,IF,90,177.75,29.25
Thailand,Chombueng,99.51,13.59,27,1200,S,12,6.12,3.9,DR,CF,90,201,24.75
Thailand,Chombueng,99.51,13.59,27,1200,S,12,6.12,3.9,DR,IF,90,155.25,20.25
China,Wuxi,119.99,31.48,16,1079,S,,8.58,11.77,RU,CF,300,168.15,28.43
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,RU,IF,180,62.71323529,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,RU,IF,180,149.5588235,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,DR,IF,180,59.625,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,DR,IF,180,331.7426471,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,RU,IF,180,171.8382353,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,RU,IF,180,302.3823529,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,DR,IF,180,168.7720588,
China,Huanggang,116.23,30.02,16.8,1361,S,,6.3,16.10208817,DR,IF,180,509.2941176,
India,New Delhi,77.2,28.67,26,650,S,,7.8,,DR,CF,120,24.2475,
India,New Delhi,77.2,28.67,26,650,S,,7.8,,DR,CF,120,14.9475,
India,New Delhi,77.2,28.67,26,650,S,,7.8,,DR,CF,120,21.975,
Japan,Akita Prefecture,140.5,39.48,10.6,1736,L,,5.25,22.4,SR,CF,80,407,
Japan,Akita Prefecture,140.5,39.48,10.6,1736,L,,5.08,22.8,SR,CF,60,266,
Japan,Akita Prefecture,140.5,39.48,10.6,1736,L,,5.25,22.4,SR,CF,80,518,
Japan,Akita Prefecture,140.5,39.48,10.6,1736,L,,5.08,22.8,SR,CF,60,181,
Japan,"Field Education and Research Center, Faculty of Bioresource Sciences",139.95,40,11,1367,S,,7.9,23.1,SR,CF,70,102,30
Japan,"Field Education and Research Center, Faculty of Bioresource Sciences",139.95,40,11,1367,S,,7.9,23.1,SR,CF,50,82,15
Japan,"Field Education and Research Center, Faculty of Bioresource Sciences",139.95,40,11,1367,M,,7.9,23.1,SR,CF,50,174,30
Thailand,Prachin Buri,101.22,14.01,27,1200,M,62.9,3.53,22.2,DR,CF,140,10.05,
Thailand,Prachin Buri,101.22,14.01,27,1200,M,62.9,3.53,22.2,DR,CF,140,17.25,
Philippines,Muñoz,120.89,15.67,27.6,1941,M,46.2,5.89,14.6,DR,CF,240,52.425,
Philippines,Muñoz,120.89,15.67,27.6,1941,M,46.2,5.89,14.6,DR,CF,240,246.675,
Thailand,,100.33,13.33,27,1200,S,54,6.1,13.34106729,DR,CF,68,179.6625,0.1125
Thailand,,100.33,13.33,27,1200,S,54,6.1,13.34106729,DR,CF,68,182.7,1.2225
Thailand,,100.33,13.33,27,1200,S,54,6.1,13.34106729,DR,CF,68,130.215,0.3975
Thailand,,100.33,13.33,27,1200,S,54,6.1,13.34106729,DR,CF,68,117.5925,1.365
China,Panjin,122.26,41.17,8.6,627,S,,7.28,13.8,SR,CF,160,211.875,12.6
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,120,27,
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,150,56,
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,120,50,
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,150,89,
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,120,55,
China,Changsha,113.33,28.55,17.5,1330,S,27.2,5.1,17.5,DR,CF,150,70,
China,Changsha,113.33,28.55,17.5,1330,M,27.2,5.1,17.5,DR,CF,120,116,
China,Changsha,113.33,28.55,17.5,1330,M,27.2,5.1,17.5,DR,CF,150,136,
China,Changsha,113.33,28.55,17.5,1330,M,27.2,5.1,17.5,DR,CF,120,162,
China,Suzhou,120.43,31.46,15.7,1094,M,30.8,6.1,17,RU,IF,225,79.1,5.52
China,Suzhou,120.43,31.46,15.7,1094,M,30.8,6.1,17,RU,IF,225,158,14.2
China,Suzhou,120.43,31.46,15.7,1094,M,30.8,6.1,17,RU,IF,225,95.5,6.4
China,Changde,111.45,28.92,16.5,1448,S,,5.37,16.3,DR,CF,208,141.75,
China,Changde,111.45,28.92,16.5,1448,S,,5.37,16.3,DR,CF,122,292.875,
China,Changde,111.45,28.92,16.5,1448,S,,5.37,16.3,DR,CF,208,157.5,
China,Changde,111.45,28.92,16.5,1448,S,,5.37,16.3,DR,CF,122,345.3,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,20.25,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,26.25,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,8.25,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,6,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,5.25,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,3.75,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,6,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,4.5,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,4.5,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,3,
Philippines,Laguna,121.25,14.15,26.8,2027,S,43,6.6,12,DR,CF,120,10.5,
China,Shenyang,123.38,43.53,7.5,700,S,,6.95,13.23,SR,CF,180,122.25,5.25
China,Changde,111.45,28.92,16.5,1448,L,,,18.1,DR,CF,101,373.5,13.5
China,Changde,111.45,28.92,16.5,1448,L,,,18.1,DR,CF,101,531,12
China,Changde,111.45,28.92,16.5,1448,L,,,17.8,DR,CF,101,178.5,9
China,Changde,111.45,28.92,16.5,1448,L,,,17.8,DR,CF,101,265.5,4.5
China,Changde,111.45,28.92,16.5,1448,L,,,17,DR,CF,101,41.25,11.25
China,Changde,111.45,28.92,16.5,1448,L,,,17,DR,CF,101,50.25,11.25
China,Yueyang,112.82,29.57,17,1450,S,16.7,7.7,29.2,DR,CF,200,128.325,14.775
China,Yueyang,112.82,29.57,17,1450,S,16.7,7.7,29.2,DR,CF,200,192.9,34.35
China,Jian,115.07,26.75,18,1509,S,11,4.98,9.33,DR,CF,179.2,206,58
China,Jian,115.07,26.75,18,1509,S,11,4.98,9.33,DR,CF,179.2,152,35
China,Jian,115.07,26.75,18,1509,S,11,4.98,9.33,DR,CF,179.2,43,9
China,Jian,115.07,26.75,18,1509,M,11,4.98,9.33,DR,CF,179.2,137,24
China,Yangzhou,119.42,32.5,16,924,S,,,23.2,RU,CF,300,388.245,
China,Yangzhou,119.42,32.5,16,924,S,,,23.2,RU,CF,300,362.9775,
China,Yangzhou,119.42,32.5,16,924,S,,,23.2,RU,CF,300,361.2975,
China,Yangzhou,119.42,32.5,16,924,S,,,23.2,RU,CF,300,344.2575,
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,IF,225,93,20.175
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,41.175,20.475
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,40.35,15
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,28.2,10.125
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,11.4,2.925
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,IF,225,126.375,30
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,55.05,9.225
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,55.275,33.9
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,64.725,2.25
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,16.275,4.65
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,IF,225,13.2,1.425
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,3.225,0.6
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,0.75,0.525
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,-0.075,0.525
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,3.15,1.5
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,IF,225,20.175,2.55
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,5.175,0.525
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,0.6,0.075
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,0.825,0.375
China,Shanghai,121.38,30.88,16.1,1200,S,,7.6,13.7,RU,CF,225,-0.9,0.75
China,Jinhua,119.48,29.02,17.5,1424,S,,5.31,14.84918794,SR,CF,180,100.035,
China,Jinhua,119.48,29.02,17.5,1424,S,,5.31,14.84918794,SR,CF,180,86.5425,
Brazil,Cachoeirinha,-51.1,-29.9,20,1350,S,20,5.4,9.280742459,RU,CF,176,318,
Brazil,Cachoeirinha,-51.1,-29.9,20,1350,S,20,5.4,9.280742459,RU,IF,176,168.75,
Brazil,Cachoeirinha,-51.1,-29.9,20,1350,S,20,5.4,9.280742459,RU,CF,166,227.25,
Brazil,Cachoeirinha,-51.1,-29.9,20,1350,S,20,5.4,9.280742459,RU,IF,166,34.5,
Brazil,Cachoeirinha,-51.1,-29.9,20,1350,S,20,5.4,9.280742459,RU,IF,166,66.75,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,110,305.325,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,192.5,503.625,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,275,413.1,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,110,212.025,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,192.5,297.375,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,275,188.175,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,110,211.5,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,192.5,428.925,
Brazil,Cachoeirinha,-51.1,-29.9,20,1394,S,17,5.3,7.540603248,RU,CF,275,316.35,
China,Huanggang,115.5,29.91666667,16.8,1422,S,4,6.58,18.29,RU,IF,210,387.6,4.695
China,Huanggang,115.5,29.91666667,16.8,1422,S,4,6.58,18.29,RU,IF,210,494.7,5.34
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.14,20.07,SR,CF,105,272.25,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.06,21.054,SR,CF,105,309.75,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.8,23.548,RU,CF,105,85.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.14,20.068,SR,CF,105,326.25,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.06,21.054,SR,CF,105,346.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.8,23.548,RU,CF,105,349.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.62,18.85,RU,CF,105,327,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.14,20.068,SR,CF,105,262.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.06,21.054,SR,CF,105,210.75,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.8,23.548,RU,CF,105,151.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.62,18.85,RU,CF,105,97.5,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.14,20.068,SR,CF,105,432.75,
China,Chongqing,106.3,29.8,18.3,1105,M,10,7.06,21.054,SR,CF,105,282,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.8,23.548,RU,CF,105,195,
China,Chongqing,106.3,29.8,18.3,1105,M,10,6.62,18.85,RU,CF,105,251.25,
China,Chongqing,106.3,29.8,18.3,1105,L,10,7.06,21.054,SR,CF,105,452.25,
China,Chongqing,106.3,29.8,18.3,1105,L,10,6.8,23.548,RU,CF,105,518.25,
China,Chongqing,106.3,29.8,18.3,1105,L,10,6.62,18.85,RU,CF,105,351.75,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,CF,142,62.68445891,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,CF,142,319.0655411,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,4.626909518,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,51.62309048,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,3.75,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,6.75,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,CF,142,192.2636518,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,CF,142,565.2363482,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,41.11507525,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,139.6349248,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,12,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,2.325,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,3,
China,Guangzhou,113.1,23.25,22.6,1700,S,,6.1,10.15,DR,IF,142,89,
China,Yingtan,113.1,28.2,17,1613,S,,5.49,12.12,DR,IF,121,130.0114512,
China,Yingtan,113.1,28.2,17,1613,S,,5.7,16.41,DR,IF,121,230.903805,
China,Yingtan,113.1,28.2,17,1613,S,,5.49,19.14,DR,IF,121,511.7233949,
China,Yingtan,113.1,28.2,17,1613,S,,5.49,12.12,DR,IF,121,207.1182447,
China,Yingtan,113.1,28.2,17,1613,S,,5.7,16.41,DR,IF,121,145.882519,
China,Yingtan,113.1,28.2,17,1613,S,,5.49,19.14,DR,IF,121,436.15488,
China,Nanjing,118.8,31.97,17,1613,S,27.2,7.99,10.73085847,SR,IF,100,38.25,
China,Nanjing,118.8,31.97,17,1613,S,27.2,7.99,10.73085847,SR,IF,300,27,
China,Nanjing,118.8,31.97,17,1613,S,27.2,7.99,10.73085847,SR,IF,100,62.25,
China,Nanjing,118.8,31.97,17,1613,S,27.2,7.99,10.73085847,SR,IF,300,57.75,
China,Suzhou,121.2,31.3,15.7,1094,S,,6.29,23.08584687,RU,IF,201,73.5,
China,Suzhou,121.2,31.3,15.7,1094,S,,6.29,23.08584687,RU,CF,201,143.25,
China,Zhenjiang,119.15,31.93,15,1000,S,,6.3,5.725058005,RU,IF,200,9.75,
China,Zhenjiang,119.15,31.93,15,1000,S,,6.3,5.725058005,RU,IF,200,21,
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.7,17.5,RU,CF,277,63.75,5.25
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.7,17.5,RU,CF,277,22.5,3
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.7,17.5,RU,IF,333,29.25,3
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.1,13.1,RU,IF,150,129.75,6.75
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.1,13.1,RU,IF,300,54.75,0.75
China,Nanjing,118.8333333,31.86666667,16,1000,S,51,6.1,13.1,RU,IF,450,31.5,0.75
China,Nanjing,118.8333333,31.86666667,16,1000,S,,6.3,15.2,RU,IF,200,34.26,3.81
China,Nanjing,118.8333333,31.86666667,16,1000,S,,6.3,15.2,RU,IF,200,43.53,7.035
China,Zhenjiang,119.3,31.96666667,15,1000,S,,5.9,8.2,RU,IF,300,51.75,37.5
China,Zhenjiang,119.5333333,32.65,15,1000,S,14.2,6.91,11.9,RU,IF,300,32.5425,2.9175
China,Zhenjiang,119.3,31.96666667,15,1000,S,,6.9,6.5,RU,CF,300,76.608,
China,Zhenjiang,119.3,31.96666667,15,1000,S,,6.9,6.5,RU,CF,300,107.73,
China,Zhenjiang,119.3,31.96666667,15,1000,S,,6.9,6.5,SR,CF,300,232.218,
China,Zhenjiang,119.3,31.96666667,15,1000,S,,6.9,6.5,SR,CF,300,485.982,
China,Wuxi,120.4666667,31.61666667,16,1079,S,26,6.8,15,RU,IF,150,66,29.06888371
China,Wuxi,120.4666667,31.61666667,16,1079,S,26,6.8,15,RU,IF,250,56,49.1934955
China,Wuxi,120.4666667,31.61666667,16,1079,S,26,6.8,15,RU,IF,150,126,58.13776741
China,Wuxi,120.4666667,31.61666667,16,1079,S,26,6.8,15,RU,IF,250,113,31.30495168
China,Shenyang,123.3833333,41.53333333,7.5,700,S,16,6.3,9.4,SR,IF,150,57,8.660254038
China,Shenyang,123.3833333,41.53333333,7.5,700,S,16,6.3,9.4,SR,IF,250,47,3.464101615
China,Shenyang,123.3833333,41.53333333,7.5,700,S,16,6.3,9.4,SR,IF,150,18,1.732050808
China,Shenyang,123.3833333,41.53333333,7.5,700,S,16,6.3,9.4,SR,IF,250,31,12.12435565
China,Sanjiang,133.5166667,47.58333333,1.9,600,S,18,6.1,30.8,SR,IF,150,122,6.92820323
China,Sanjiang,133.5166667,47.58333333,1.9,600,S,18,6.1,30.8,SR,IF,250,120,20.78460969
China,Sanjiang,133.5166667,47.58333333,1.9,600,S,18,6.1,30.8,SR,IF,150,145,15.58845727
China,Sanjiang,133.5166667,47.58333333,1.9,600,S,18,6.1,30.8,SR,IF,250,137,20.78460969
China,Yanting,105.2,30.96666667,17.5,826,S,23,8,7.1,RU,CF,150,134,32.90896534
China,Yanting,105.2,30.96666667,17.5,826,S,23,8,7.1,RU,CF,250,180,112.5833025
China,Yanting,105.2,30.96666667,17.5,826,S,20,8.5,9.7,RU,CF,150,214,27.71281292
China,Yanting,105.2,30.96666667,17.5,826,S,20,8.5,9.7,RU,CF,250,166,76.21023553
China,Yanting,105.2,30.96666667,17.5,826,S,20,8.5,9.7,RU,IF,150,107,17.32050808
China,Yanting,105.2,30.96666667,17.5,826,S,20,8.5,9.7,RU,IF,250,79,19.05255888
China,Yanting,105.2,30.96666667,17.5,826,S,23,8,7.1,RU,IF,150,232,17.32050808
China,Yanting,105.2,30.96666667,17.5,826,S,23,8,7.1,RU,IF,250,320,81.40638796
China,Yancheng,120.1833333,33.45,15,1000,S,,8.3,12.5,RU,IF,225,1.899193548,0.45
China,Hangzhou,120.55,30.63333333,16.5,1450,S,,6.2,24.2,SR,CF,81.5,179.025,
China,Hangzhou,120.55,30.63333333,16.5,1450,S,,6.2,24.2,DR,CF,120,71.4,
